Robot Point x, Robot Point y, Angle, Velocity Point x, Velocity Point y, Objective Point X, Objective Point Y, TIME
79,238466, 98,509520, 1,351806, 0,032035, 0,135691, 137,875530, 0,996389, 30583,000000 
79,239001, 98,511929, 1,353093, 0,031860, 0,135732, 137,525278, 0,234936, 30606,000000 
79,239532, 98,514339, 1,354380, 0,032702, 0,140127, 137,104961, 10,555744, 30624,000000 
79,235832, 98,497460, 1,355419, 0,020193, 0,083932, 136,756255, 11,222891, 30642,000000 
79,225124, 98,448432, 1,356045, -0,012850, -0,066578, 136,396928, 11,924362, 30657,000000 
79,207428, 98,367241, 1,356257, -0,068841, -0,322873, 135,880119, 11,668418, 30668,000000 
79,182731, 98,253888, 1,356257, -0,148380, -0,687234, 135,368323, 11,133556, 30685,000000 
79,151026, 98,108375, 1,356257, -0,232493, -1,072142, 135,042323, 10,435369, 30713,000000 
79,112312, 97,930701, 1,356257, -0,366560, -1,687001, 134,404198, 10,119943, 30726,000000 
79,066591, 97,720868, 1,356257, -0,516645, -2,374528, 134,027224, 0,789542, 30735,000000 
79,013862, 97,478873, 1,356257, -0,673786, -3,095076, 133,562172, 1,405831, 30760,000000 
78,954125, 97,204713, 1,356257, -0,864056, -3,967770, 133,062220, 1,997125, 30770,000000 
78,887378, 96,898386, 1,356257, -1,065214, -4,890455, 132,595294, 2,618355, 30788,000000 
78,813623, 96,559891, 1,356257, -1,317411, -6,047461, 132,074590, 3,211792, 30809,000000 
78,732858, 96,189229, 1,356257, -1,537887, -7,058882, 131,648017, 3,858631, 30824,000000 
78,645084, 95,786400, 1,356257, -1,796999, -8,247690, 131,169828, 4,442421, 30843,000000 
78,550302, 95,351403, 1,356257, -2,086755, -9,577183, 130,686036, 5,043446, 30861,000000 
78,448510, 94,884238, 1,356257, -2,327073, -10,679837, 130,279989, 5,629421, 30888,000000 
78,339709, 94,384907, 1,356257, -2,689279, -12,341929, 129,757010, 6,228500, 30899,000000 
78,223900, 93,853408, 1,356257, -3,074444, -14,109429, 129,232744, 6,820446, 30913,000000 
78,101081, 93,289743, 1,356257, -3,437824, -15,776998, 128,754642, 7,409153, 30937,000000 
